id,median_house_value
124,289107.95244712336
125,55079.90770969447
126,231760.48881663382
127,203636.25688368408
128,292045.5381416171
129,190697.323055977
130,296048.36587177264
131,306775.7961345366
132,160797.38705408433
133,244257.57852256112
134,149716.58386018453
135,114491.89545496646
136,221329.45217031194
137,107784.56439033756
138,284947.88200641563
139,243571.08340533823
140,113236.53453157656
141,55638.28698288696
142,163922.8846978047
143,207437.5464440859
144,313541.2253974024
145,248647.90871349117
146,533241.6967976899
147,157930.01727490034
148,269757.04470985476
149,296652.1165679819
150,263250.4880489041
151,170886.5516834953
152,72624.50207318366
153,235790.9327954771
154,172848.81551946746
155,241434.56121477345
156,92379.79041992407
157,165012.76004547207
158,312409.04433008283
159,209235.96219520876
160,327344.761474343
161,149429.4320126772
162,234014.17391503928
163,288370.00998175563
164,277105.47955925995
165,166757.37070253957
166,124177.56050122809
167,327130.937744705
168,228491.48764535133
169,139829.03013885068
170,227103.53001469374
171,312138.6131858113
172,59658.19526501093
173,269506.6958937994
174,214635.10840182425
175,140407.3753088424
176,322944.3914748593
177,182601.24054161506
178,143577.8896174454
179,300536.51371406345
180,242529.40532574337
181,208030.76007307833
182,67593.37689021975
183,256582.3094247342
184,254019.75668635685
185,636842.1260936889
186,141046.35435460648
187,261002.09254809096
188,189781.9010261898
189,196962.6615076433
190,289405.85049527744
191,211107.98526539747
192,110014.75104098208
193,179333.98846272938
194,287634.7630957216
195,426404.12909688754
196,203298.76416512206
197,147228.99971021013
198,210875.8890117635
199,177771.2267965139
200,239084.06998581858
201,209875.02441653796
202,199197.37265844177
203,262567.3577790321
204,259369.6373137934
205,291047.1385017419
206,144475.4063393562
207,327388.3184190905
208,22006.418575252872
209,138623.85175884655
210,290385.732046776
211,247055.4694760628
212,143176.4783443138
213,57400.57862027129
214,429839.233852488
215,213871.8259194186
216,213640.855235775
217,119966.0293961768
218,159272.6040970995
219,146802.36785827018
220,126185.51180704916
221,276586.3639172716
222,225690.59049155097
223,188809.73403148726
224,311317.89598980965
225,342809.9800202898
226,222050.4389908202
227,213361.82370176958
228,315165.85504955193
229,185900.3357198257
230,177695.2842179644
231,148728.25231522787
232,165382.6834757896
233,252180.0788227208
234,191564.4281686931
235,366333.4323078757
236,106021.33282633778
237,210243.0910004722
238,200478.09481176408
239,205058.90044773044
240,221706.45372960065
241,100294.93047471624
242,106813.70743104583
243,366784.4756826726
244,247671.08006826835
245,198151.9192989734
246,92593.18813096778
247,294249.5700232093
248,278715.5658566267
249,306345.1407106975
250,324571.83054892765
251,252022.1121570659
252,114957.51849906892
253,205365.5934026162
254,149688.0682021808
255,444229.28453629185
256,313263.3145217695
257,311704.12685850076
258,200874.94057597034
259,80874.02402241668
260,85622.32274929201
261,254650.18672597175
262,175277.26564050093
263,333382.5766202961
264,342437.9599206266
265,199938.94965235004
266,164878.67563008843
267,215407.13649055222
268,286163.4335669279
269,139408.77790387487
270,190987.66875072848
271,267005.17656550184
272,248703.91180916782
273,171797.33459558012
274,177943.66301065497
275,141338.6940459162
276,281662.2069303687
277,344822.1249041995
278,218495.30197064625
279,248329.5977535802
280,27560.39802826615
281,118658.42042385647
282,260030.53874070477
283,290830.7700200728
284,307439.5763004129
285,192324.28389520617
286,145008.80902459146
287,85371.92960215034
288,253744.46272213338
289,249113.33895091526
290,179773.14716640068
291,147656.98621631553
292,130723.52737839473
293,253146.72927786456
294,122855.9014317356
295,297986.3643553094
296,480338.39335041726
297,216238.77142582834
298,67928.8914766917
299,136042.26050805673
300,236064.06367109064
301,302067.3529955596
302,243158.08119631885
303,66070.41117735067
304,309408.6036347477
305,79890.68281538086
306,82580.6529078111
307,96836.7231058157
308,187017.12147333845
309,218336.02530188486
310,313834.784674203
311,112857.1767605585
312,44316.76121887099
313,248048.1657389393
314,388228.49741407903
315,242892.7882603919
316,317974.3352511204
317,221252.9720592033
318,270035.1769365673
319,301271.22004168015
320,107838.50353636872
321,302160.5637907125
322,202384.44498913037
323,119410.37594847521
324,74795.69074537978
325,288337.064016717
326,254335.60849169223
327,280697.7626337949
328,268838.6327643986
329,251783.01201940328
330,244260.55644984124
331,231119.10282483464
332,113455.82797020441
333,660933.8549274364
334,181664.25488457084
335,278198.3126954497
336,204717.5123160826
337,90349.33829995058
338,83912.30621467391
339,54962.32504957728
340,206433.10574643034
341,221488.6376929027
342,242240.21677919617
343,57245.79550390458
344,156358.15001157066
345,214990.71512887394
346,154338.0263997824
347,418470.92382319923
348,64510.77518120315
349,212174.727987546
350,198433.11476983316
351,205927.41292451648
352,59361.249978289474
353,115860.15426471783
354,209506.16047648527
355,65656.66984636988
356,150391.88859972684
357,233176.96088876156
358,193671.21297858795
359,264669.6684432705
360,277098.3290699255
361,410285.3389590406
362,90680.44823218603
363,107532.95458712755
364,188404.86315631168
365,264835.0599575192
366,90324.50089792814
367,299544.54618537845
368,207973.51801455626
369,177968.31782508036
370,286543.2440295778
371,79331.79464517115
372,170549.86943127913
373,333405.9041311797
374,231496.4113076697
375,209997.68114889693
376,229152.73671511235
377,309084.9686688166
378,295170.5111825634
379,14724.446232459508
380,251838.14675127994
381,101597.448304669
382,193824.46664503636
383,244184.47051205626
384,224584.02871066518
385,244936.50189188682
386,244959.59952148842
387,342472.7044706736
388,67035.19385438459
389,301361.72089026915
390,180171.27276958525
391,239893.64363092138
392,245582.7325830832
393,307332.69224466523
394,290217.98411783203
395,221048.65560726915
396,58357.82062029326
397,306606.7936575897
398,284104.74996138876
399,211820.83249531966
400,149307.82409390714
401,71847.98591629462
402,174334.97536026267
403,299983.5165074859
404,310170.9637127216
405,471597.79019263294
406,276027.7806565636
407,127007.71978217037
408,275429.56645495584
409,185897.62572922045
410,293667.287413924
411,198585.08540559188
412,138874.6190706212
413,198297.16205239808
414,162289.7869638349
415,228435.44355744682
416,240557.7428331906
417,241719.90640858933
418,306324.4219060838
419,573745.0900515853
420,65533.10105246166
421,587241.6940506063
422,90761.43679039739
423,248256.4205059139
424,247953.3489236962
425,214189.37834604504
426,65812.55320854066
427,100625.88322523143
428,251799.24548737472
429,242132.89735995
430,82836.48117653513
431,114766.23182189697
432,204254.4922583606
433,212432.77830856992
434,298624.0838167658
435,169486.34939705348
436,86447.53889054852
437,5865.99436505558
438,231784.41842919402
439,267792.3400778654
440,139315.7504425128
441,47856.150283874944
442,193260.05120959692
443,170002.65777979186
444,183897.22453489294
445,262060.7069592364
446,246970.6049708845
447,228766.7756781429
448,285598.4674114329
449,184987.7062122845
450,340009.89663012046
451,128394.60489512235
452,244694.8090272257
453,287913.6644366556
454,154341.7449611742
455,281333.6371311331
456,189181.64823164186
457,134774.93071644753
458,197673.2887475933
459,184807.66275011934
460,160181.8654482877
461,190634.3366070646
462,164786.87248673337
463,113113.74919789517
464,195164.32350870082
465,170257.16380781122
466,220789.39409689466
467,63638.033774519805
468,132602.30311073083
469,187414.3925993163
470,158701.04224914964
471,283805.77087270515
472,96529.79673641594
473,326997.4820320769
474,144912.59124019742
475,275447.39018493565
476,186815.00453996472
477,104629.08291248837
478,262185.8287534388
479,195545.99911365844
480,72014.00010090554
481,180079.08226926485
482,166925.50934504298
483,239629.87151265284
484,93729.74164979812
485,213301.06508589117
486,126529.05974378949
487,180809.3614720488
488,129670.50050896173
489,121197.4346578056
490,311538.1736095352
491,155098.18398803705
492,22520.740021691658
493,160990.25794714177
494,16697.38853012072
495,549429.6502663824
496,281881.3381536645
497,166077.01110294275
498,305104.0628871238
499,337050.87665804615
500,396430.4160154038
501,278101.33286725916
502,188548.84237658745
503,115660.04545612587
504,122023.76934762206
505,309552.9059590646
506,104933.91640017601
507,311701.39402430784
508,115745.67215441214
509,164829.74253109517
510,229341.00817844179
511,177118.07071272796
512,229536.1326941615
513,290485.46810193313
514,238576.15662803175
515,112892.06567500718
516,84821.04886522144
517,75237.14742518403
518,232897.17724816082
519,382957.38069810206
520,158333.45808501076
521,347960.20605122624
522,158932.28060093056
523,351166.6893880619
524,162447.2725153435
525,238690.58726887917
526,125137.69097007625
527,120152.75094381766
528,133983.9330660277
529,84160.45859612804
530,308050.1386622279
531,140639.64586837776
532,172979.48166752048
533,189386.80772929965
534,141302.4761099415
535,178942.92673550267
536,209032.042815282
537,172654.99597490393
538,152884.8441258357
539,107256.40828363225
540,240675.5477998047
541,156482.28176833037
542,237047.5974948355
543,123418.19576030644
544,224367.34326587897
545,193701.55179004697
546,213521.58969385223
547,174477.93832246354
548,220849.64495190093
549,310925.160751713
550,227625.19844399765
551,230400.98982310202
552,46095.057765377685
553,185599.35810037795
554,176020.59614582127
555,165095.6194825922
556,39374.25271748984
557,191081.4230356058
558,175564.5981708658
559,271710.339837105
560,156438.3461534893
561,161020.12797350623
562,111902.10765203368
563,54407.07814838877
564,193259.87204259261
565,141688.72349189827
566,228863.2930619237
567,177821.93579262123
568,115963.89134326857
569,260752.14608401433
570,320337.79489359865
571,178520.61417293735
572,121636.12105538789
573,139500.73385976022
574,396777.9315919741
575,87951.93580386508
576,194262.73686358938
577,82800.13198779756
578,207094.75305026164
579,290027.30162001355
580,232461.75762100564
581,302058.41974378657
582,187531.34827985568
583,252922.80641037738
584,314818.1301209023
585,152862.9468009458
586,115087.36850267043
587,265130.26843333663
588,264405.5107156988
589,272167.33617857564
590,73525.47860767134
591,183604.17737700464
592,226201.91357854288
593,113795.45302759623
594,165762.72765734652
595,77000.81274205819
596,130465.90748896683
597,273946.7376005384
598,167103.7414447423
599,99652.161898538
600,307660.822967262
601,130854.08564872108
602,46586.94416420441
603,105467.31476472644
604,119047.01295577502
605,106402.77963068243
606,213447.0118078501
607,139727.44825746492
608,135892.739653002
609,151154.41706344252
610,118893.67148490017
611,258251.58748487616
612,74779.651817061
613,90504.26570801577
614,84194.41280232789
615,132191.4552605613
616,340078.4837629623
617,169018.162821976
618,405996.8331801705
619,238920.17346988386
620,261474.53463234426
621,100819.10574824782
622,231384.74260967644
623,219104.55181841645
624,136165.98178144963
625,237426.67757274024
626,170438.71897416888
627,263095.1186710624
628,145590.04806453083
629,245253.09607894858
630,183301.3361870614
631,278268.7032712037
632,175960.76567641879
633,171131.50322321244
634,114153.11721408274
635,106681.44221583009
636,156345.1254074322
637,99296.80739497533
638,281684.93796625966
639,211189.97416002257
640,302421.88960771915
641,204854.78268967522
642,56517.68365643965
643,112060.83379607694
644,336945.7898908942
645,243918.85517422063
646,322091.6117579383
647,131581.52401982667
648,137263.60636492074
649,148977.69955810113
650,135581.5065620602
651,264077.4091382241
652,172706.22371755028
653,254111.93889761902
654,84754.49886436481
655,341450.74822365865
656,292419.43388961675
657,325941.6246797759
658,292066.5573367821
659,301553.138488438
660,98466.12208445929
661,272672.478499271
662,288557.8202223163
663,265110.43327086605
664,255664.0230628727
665,249904.97816083627
666,243648.24712072453
667,372193.82223670324
668,153291.26091535203
669,237947.23217381677
670,128985.30742358603
671,292538.32413183525
672,221632.41895833332
673,270814.37235529674
674,217535.44480436947
675,175021.73914856324
676,194936.11621264787
677,224172.40122243622
678,182252.27358225547
679,103367.18942186004
680,37967.95283529954
681,253386.92657523556
682,224486.85023192829
683,154187.779425391
684,170491.94770379877
685,137286.3948872881
686,183461.870208479
687,173462.01797137782
688,218454.2099234052
689,206680.59529084247
690,328594.5746544362
691,183487.068550813
692,184584.148738808
693,94245.99744969886
694,251509.70970997075
695,157504.8171212268
696,369255.90059492504
697,118975.14617894171
698,310091.58756947797
699,97775.45463670744
700,193354.22164979158
701,388884.4831141615
702,229895.77857623156
703,338485.03184393933
704,169244.0672513866
705,95218.3464721879
706,248709.85544607881
707,89922.99754342111
708,149708.9320971826
709,206286.69964151923
710,358479.90047834907
711,247738.2195802168
712,136095.89461359195
713,411908.04595469683
714,119799.89899099804
715,65754.9601002587
716,202352.21653897315
717,139000.79230882414
718,196338.865807835
719,256331.78423939506
720,96718.79125333345
721,526777.4675850542
722,200874.746219642
723,253246.29198815068
724,245988.66317466646
725,184708.78748507705
726,156935.3924789005
727,154697.59745172923
728,72575.26759753702
729,87631.43226330914
730,330516.50674010906
731,256561.69537603296
732,182053.44536078908
733,261112.24415361602
734,202323.9008116452
735,400267.5790167805
736,200828.520759054
737,176555.52238697093
738,51850.13679448096
739,221262.14439004008
740,92665.38194090966
741,173960.43722372875
742,393403.0002169516
743,209778.34607066587
744,253639.2814778597
745,165424.85140152974
746,362138.4846468759
747,334527.51990791317
748,116575.44928384852
749,116189.29794220533
750,221453.83590847906
751,573467.3043065588
752,152335.7747030314
753,204755.32430955535
754,143207.70306709176
755,-32627.5250803167
756,237484.216486556
757,61073.986467875075
758,74788.19915080769
759,82715.2494063247
760,266781.9273920562
761,210486.87187444838
762,161909.9388489537
763,254155.6259624348
764,130535.48659356916
765,93387.03530039359
766,96988.96350922901
767,185833.27288410068
768,100213.18362683197
769,164283.908414945
770,168498.98953074357
771,260534.74383543432
772,53952.84515564889
773,79347.98339991085
774,61120.90453169402
775,262897.9148706072
776,238071.34854238527
777,65794.04517641477
778,279271.6383454767
779,263019.4864734332
780,108238.85102748964
781,79664.23566212878
782,189155.77256453084
783,85370.36612749984
784,178195.00835339352
785,280988.1028606165
786,49470.17408358632
787,297958.10401029093
788,349627.5772507163
789,198049.04710986
790,229935.4482170632
791,372184.8158869697
792,276468.68522439664
793,271376.43473719433
794,320800.39646209776
795,196836.7277064859
796,124059.3459496377
797,216898.75345409522
798,211959.3369157957
799,125460.24628104828
800,167578.90444001043
801,213714.40965665877
802,151556.3637972949
803,149181.0164248692
804,294501.43298958987
805,161643.6028810679
806,240489.15459085908
807,100705.3616532213
808,223402.20428441092
809,86711.2344652866
810,296602.92200084263
811,353301.9925024798
812,317927.6215111497
813,259342.513726288
814,87043.27563530346
815,125692.19171087537
816,212047.53602509713
817,70191.8200238659
818,242038.04928395897
819,162841.08115145005
820,159232.41938320128
821,274279.54441030836
822,121978.1759858136
823,195805.01764517557
824,146811.24910930917
825,164835.33159043454
826,131464.34877051366
827,155720.29684517998
828,193240.7136489083
829,54913.81384962378
830,277491.222350352
831,228694.70644737454
832,291647.8543491191
833,253075.2345533804
834,277892.4533366868
835,129989.28886658559
836,251231.24822557718
837,87858.81049166061
838,147997.73118170258
839,185625.99787778966
840,166860.08320904803
841,252503.2843233156
842,345370.1926483605
843,252590.80525486358
844,121722.6430287608
845,161725.1852158378
846,265274.486732122
847,200654.28054177668
848,73738.50471041864
849,131371.90672046086
850,287323.9082207
851,102654.4570770124
852,126115.27187327296
853,195020.38260011608
854,286074.46524872025
855,246727.37519848673
856,183461.86230038526
857,62522.41592990933
858,163768.59815744404
859,228261.29009236582
860,245669.1586553175
861,256766.08144261967
862,492430.1954856324
863,73176.49991108151
864,178827.29137244634
865,295750.08711191174
866,91540.3345931312
867,54518.80745048635
868,131323.1245750985
869,125056.15582130337
870,145420.13050359022
871,145642.55012497073
872,287054.10798031
873,70656.9839227628
874,263628.64308097074
875,130948.66466527432
876,225653.9362913547
877,98814.77946277335
878,308538.27175650327
879,286092.9696188434
880,142250.34125570022
881,151641.09418561822
882,283164.23036846425
883,300895.7447826271
884,122079.53225622
885,79930.42086682422
886,211777.37513274048
887,122205.69888448529
888,136201.69009260926
889,130229.72733905911
890,185826.1330790217
891,186302.72318260558
892,368319.6823554328
893,190848.19413448265
894,137069.08222349314
895,138081.42392892484
896,123500.23967388412
897,238823.9320742814
898,259837.7542068418
899,224643.84420876252
900,304914.44437114615
901,167137.84807680175
902,283876.32352288114
903,217111.54659948358
904,265556.0188525333
905,350803.3495935998
906,208959.95002527488
907,185135.92392206378
908,210260.4758120817
909,315058.6400073967
910,172776.87882774742
911,267417.0594499819
912,210938.97580620367
913,290904.76627928484
914,217637.49026870308
915,236997.6876659817
916,135071.1887979647
917,98672.73025453184
918,253515.01913015638
919,204569.63181715365
920,37739.99706001952
921,214392.175261816
922,66030.24496555515
923,276144.4197642929
924,145378.8084588023
925,141683.02404608252
926,179713.00640587416
927,281926.60372773744
928,155454.05994419754
929,87663.04529856285
930,259697.00045848312
931,148276.2805022942
932,309719.56026456924
933,230572.84373975266
934,344651.89877255727
935,253430.9651927268
936,157301.59577379795
937,280920.04295032565
938,469729.22298945533
939,127951.66417989694
940,311512.9955111197
941,228554.65477001434
942,212703.53086346574
943,118192.80337486137
944,210440.37963308906
945,244511.0988022252
946,86319.44372825976
947,145273.10310374014
948,220520.22828628775
949,231987.1338059809
950,141043.0095562609
951,259154.4571910752
952,376974.6175302039
953,208490.774236348
954,148768.64105839282
955,309498.95359565923
956,180976.38675726857
957,167433.15221924148
958,172851.38894827105
959,170959.6273756572
960,228683.82742376067
961,469043.54539525835
962,170072.64298463566
963,133629.34499452543
964,75378.2969811256
965,257514.14636823395
966,202842.70747730602
967,252048.55939955823
968,229667.16339853732
969,167827.14355377015
970,160919.03511176165
971,275517.42198607186
972,73105.02975733625
973,228573.07029449707
974,144429.407400765
975,315754.63640328357
976,275362.4409990357
977,238143.59678967902
978,123372.24040039256
979,178778.87840415537
980,260492.41685083602
981,144463.81217902666
982,195776.09458687622
983,145734.4191623819
984,41757.91416299809
985,227219.008772254
986,235495.07078120857
987,168861.35536112217
988,65193.30966570508
989,184970.5894773486
990,314034.81265882077
991,383860.03664157307
992,240854.51774887927
993,191570.95897635538
994,185425.05809391662
995,195453.41623919597
996,62686.150603872724
997,108255.95841271337
998,332561.91854289314
999,237677.48108716914
1000,260339.16094733728
1001,250118.06542954315
1002,201875.41860538395
1003,272186.1936841691
1004,146833.74758002255
1005,96041.34289335832
1006,388383.6929036807
1007,55935.59728370933
1008,78665.78243859624
1009,182405.36649651034
1010,279207.36613620864
1011,242873.13965827832
1012,244113.6154433461
1013,261975.53206864605
1014,96458.13767130906
1015,672652.0099143996
1016,240727.78887441894
1017,122767.51186459651
1018,187386.56924844114
1019,134774.02790243505
1020,347725.3315638779
1021,251073.30254300823
1022,137673.03680472635
1023,134090.8313888926
1024,254841.25827716338
1025,65820.82087198133
1026,335883.77915055305
1027,246190.30326828407
1028,165974.2313332744
1029,222606.39334361022
1030,207360.53163211374
1031,234180.96944643417
1032,330933.01746818656
1033,350291.3941751323
1034,186626.00164361857
1035,426880.7982547721
1036,153188.0503252768
1037,185840.0917722783
1038,122477.07578422921
1039,183596.52596355462
1040,349219.1285117725
1041,108841.05266879918
1042,309467.71481018746
1043,307375.4649904431
1044,230356.17735188734
1045,208975.3308452745
1046,105334.94746570522
1047,126475.22798310593
1048,546128.6741924309
1049,50792.45229373127
1050,176004.82445437927
1051,115899.99295848561
1052,125597.17608490447
1053,425317.77791495994
1054,61719.83096627286
1055,257117.66039888654
1056,244399.5277341907
1057,210667.44956085086
1058,228004.37468939088
1059,204917.9573652884
1060,161562.02641055873
1061,197996.87601434253
1062,292265.2969013094
1063,84316.37996482896
1064,246787.06236176612
1065,76729.20638571866
1066,232951.16952936677
1067,158062.19165391102
1068,140227.75036982587
1069,118857.24967359332
1070,342095.0068216752
1071,166648.68477774784
1072,138130.79276144644
1073,105229.38944106456
1074,153255.95203707367
1075,257524.55057524052
1076,206870.17888733093
1077,280415.31956523657
1078,175425.5997241158
1079,243142.197639924
1080,162898.16520768078
1081,83527.35057066148
1082,204137.7776212222
1083,236575.79623104027
1084,210532.15969599038
1085,65137.991739945486
1086,173694.86823615152
1087,367409.9605369172
1088,150766.96928770468
1089,121200.66569095384
1090,309308.10600950476
1091,239955.30636769906
1092,116041.14604600798
1093,297772.95682653226
1094,237964.12781770993
1095,134702.8507888876
1096,69808.89327364089
1097,96000.44827184174
1098,234672.32438771846
1099,172305.86048999242
1100,120896.56255824864
1101,246483.46902074246
1102,306815.8644522638
1103,285479.30640143715
1104,285094.73002774734
1105,249985.0052990145
1106,114526.70434690686
1107,166904.6953726695
1108,214103.45734627964
1109,273179.52077283105
1110,77884.79691857193
1111,271844.3416414396
1112,161858.350784678
1113,227300.4540135786
1114,345933.53507299675
1115,121423.16682018992
1116,247306.64153499668
1117,89424.88738643471
1118,388288.0643402855
1119,294414.0200108746
1120,311270.4508475838
1121,181675.9713133569
1122,204968.49411236402
1123,203859.58438381646
1124,234731.8617121065
1125,297265.9991983068
1126,203099.45681429235
1127,152433.1082927147
1128,136076.8334477679
1129,116684.6210821094
1130,254870.1573327519
1131,224586.31869833684
1132,276219.450895885
1133,76868.49146414269
1134,332397.3210169594
1135,145546.07863668865
1136,149229.2102783639
1137,87502.13498263247
1138,291574.4241247596
1139,148192.1949781268
1140,187963.38849993888
1141,220915.21937081264
1142,262175.5809881771
1143,369182.9595994414
1144,188388.7673000577
1145,304526.1264556111
1146,252091.09081918607
1147,264169.2248797752
1148,128016.36337125348
1149,228078.30771435518
1150,140948.03056461876
1151,385410.0104467687
1152,66040.86591745261
1153,34098.89929328812
1154,229711.4259475642
1155,141883.3176711388
1156,257681.86787325982
1157,222719.44067013683
1158,268734.6371907182
1159,94900.91493331082
1160,256071.57032045396
1161,60506.052846918814
1162,217801.64877195982
1163,256171.4865358984
1164,219672.08835323388
1165,193801.8982374454
1166,299039.3397228271
1167,210631.9100126773
1168,117394.31311855372
1169,190475.76952202013
1170,227657.46439967444
1171,214870.51356708864
1172,226045.95993324742
1173,253445.79665759671
1174,149196.3677907884
1175,296615.754480354
1176,172888.56276027998
1177,242310.1429249458
1178,251019.22037066286
1179,119297.65359228523
1180,188714.45660940092
1181,247314.8461072538
1182,365710.1303873216
1183,154382.53474068036
1184,164096.6988922991
1185,239736.21991341002
1186,131266.1309958822
1187,131181.12501108134
1188,50585.60287120519
1189,193759.89583530696
1190,435279.11137601826
1191,232842.70850417856
1192,203763.43161462154
1193,252464.83166041737
1194,197664.90828071395
1195,194163.97389946738
1196,246479.22911650967
1197,164070.69515294814
1198,167243.47776207002
1199,161160.1626954442
1200,423531.86682573427
1201,42384.04909576848
1202,232168.1776884324
1203,79140.97130462108
1204,207365.44606657187
1205,212037.5510690268
1206,264500.95887011103
1207,205895.63138479227
1208,296498.0418394641
1209,137913.3936558636
1210,206854.27091061696
1211,137455.3664839007
1212,194728.4209693377
1213,86837.20600886783
1214,8387.52769434359
1215,251321.60000814404
1216,216034.47584948782
1217,157176.45294079836
1218,184960.49184865085
1219,222733.51611227822
1220,377371.7096472378
1221,218137.47665553354
1222,112032.02380581526
1223,214893.5694742049
1224,128782.3414763282
1225,122123.64647479635
1226,171282.0347237615
1227,238423.5446339678
1228,199718.7354574618
1229,91042.49195899768
1230,165104.8011543532
1231,250170.54120978713
1232,317249.6216011676
1233,140949.59435972152
1234,80284.38541342458
1235,225571.21071192017
1236,250412.71070016222
1237,262920.0468897773
1238,133581.91219985858
1239,146462.80161853693
1240,410833.1116489689
1241,115391.10361060081
1242,269403.9376394297
1243,154211.5934737972
1244,211626.26710295724
1245,231878.84053748613
1246,262666.2330569923
1247,231538.75550785754
1248,128141.55186077394
1249,63338.51459176
1250,196072.9095529914
1251,160523.16852996685
1252,158126.30258908542
1253,150680.32348558214
1254,285173.8680527522
1255,170463.6134574241
1256,320401.44818906067
1257,183665.97936894512
1258,180138.3787832423
1259,98061.36736815656
1260,223462.29173231265
1261,213233.83731404413
1262,279987.4839096037
1263,254969.35935292905
1264,195319.91442694422
1265,228663.19333368633
1266,242481.1219272348
1267,190018.55691561569
1268,206376.5590919829
1269,77718.22606531437
1270,124221.18300230382
1271,241054.6593978079
1272,86074.35728326906
1273,197283.61664649798
1274,160882.73707211856
1275,235340.40633534687
1276,150312.18858530233
1277,161582.17723794607
1278,248214.83496944793
1279,363358.30680665374
1280,171885.99896822218
1281,68113.6687684115
1282,191289.93784352718
1283,210874.4626353006
1284,83374.18032303266
1285,239496.6422817451
1286,169880.8620806411
1287,151527.69927374413
1288,229098.46031159954
1289,132627.87844440015
1290,169803.80564622628
1291,219673.57089032745
1292,297360.6619169535
1293,260128.9241362703
1294,162192.58108595945
1295,292491.21559118805
1296,284441.3737132787
1297,289835.8200328923
1298,278352.4015786946
1299,227681.36426468426
1300,201893.07184103504
1301,203106.85201248014
1302,231822.36047509033
1303,205770.0072511118
1304,132336.91907297494
1305,221583.85944195185
1306,206963.5998202716
1307,103133.62349281926
1308,79614.19751393469
1309,108956.13110166369
1310,179147.17112424131
1311,172054.12784238113
1312,299830.8171452405
1313,424191.1136151259
1314,97083.53472709982
1315,231649.29851237778
1316,171640.97261293
1317,252900.1778509547
1318,142378.58875017194
1319,306693.58952129865
1320,168094.1639215108
1321,203943.88488440076
1322,202899.2360105561
1323,206432.11356868595
1324,259803.65669171512
1325,256688.40450944286
1326,286408.2385737393
1327,181819.47942108568
1328,118904.88309672335
1329,344861.040375195
1330,109808.46199929947
1331,144336.890379
1332,154623.60478602303
1333,108693.43364981096
1334,243168.1940586907
1335,371044.00704711536
1336,376264.9585374198
1337,221735.00611853413
1338,123139.5656630611
1339,230140.84520019684
1340,215647.87543532765
1341,334213.23895117315
1342,71020.42427477334
1343,249582.44764799997
1344,153163.61556133954
1345,99871.24110277183
1346,325133.4109862
1347,417955.90492745116
1348,177625.83977280185
1349,105725.69045065297
1350,83666.33825317258
1351,253969.73790680943
1352,134281.6564616575
1353,531603.8152401964
1354,180601.6261332864
1355,388276.5603762986
1356,176720.83051144285
1357,266687.06540959096
1358,53192.98676008079
1359,250120.7411480914
1360,50036.759797840845
1361,190385.5096849152
1362,119890.99226209335
1363,172923.10934751574
1364,107733.38097682828
1365,172258.1308421162
1366,502706.7364035165
